s2_q3_baseline,s3_q6_a_7_baseline,s3_q6_a_9_baseline,s3_q6_9_baseline,forecast_ability_baseline,s6f_q4_baseline,s7_q16_baseline,inside_total_hrs_baseline,work_total_hrs_baseline,s9_q4_field_count_baseline,dem_q2_baseline,dem_q3_baseline,dem_q5_baseline,yrs_educ_formal_baseline,dem_q8_baseline,own_house_baseline,asset_index_baseline,dem_q31_baseline,dem_q32_baseline,tehsil_n_baseline,epd_treatment_baseline,s7_q2_baseline_r,dem_q14_baseline,dem_q22_baseline,dem_q24_baseline,dem_q25_baseline,dem_q30_baseline,pref_baseline,pref_endline,wtp_paqi,wtp_epd,wtp_dif
30,1,0,0,0.8407828211784363,80,1,23.5,11.5,0,4,1,1,10,0,1,0.685176432132721,Private job with a salary,2,0,1,5,1,1,1,2,3,1,0,250,250,0
48,0,0,0,0.2687225043773651,70,1,13.5,12,0,10,0,1,1,1,1,-0.06621140241622925,Daily labour,3,0,1,3,1,1,1,2,5,1,0,160,200,-40
42,0,0,0,0.9042580723762512,90,2,20.5,12.5,2,7,0,1,10,1,1,-0.06621140241622925,Daily labour,3,0,0,3,1,0,1,2,3,1,1,220,200,20
50,0,0,0,0.303964763879776,100,1,13,9,0,4,0,0,7,1,1,-0.8175992965698242,Earnings from trade,4,0,1,1,0,0,1,3,3,1,0,250,250,0
35,0,0,0,0.32158589363098145,50,1,24,10,0,4,0,1,0,2,1,0.685176432132721,Daily labour,4,0,1,3,1,0,1,1,1,1,0,320,320,0
28,0,0,0,0.10132158547639847,75,1,24,10,0,2,0,0,10,1,1,0.685176432132721,Earnings from trade,3,0,1,4,1,0,1,1,2,1,0,300,300,0
35,0,1,1,0.40969163179397583,90,2,24,13.5,0,6,1,1,16,1,1,-0.06621140241622925,Earnings from industry,2,0,1,2,1,0,0,1,4,1,1,350,350,0
30,1,0,0,0.7584993839263916,100,1,12.5,9.5,0,6,0,0,5,1,0,-1.5689871311187744,Private job with a salary,3,0,0,1,0,0,0,2,2,1,1,300,300,0
47,0,0,0,1.0417335033416748,90,1,13.5,13.5,1,4,0,1,12,1,0,-1.5689871311187744,Private job with a salary,3,0,0,1,0,0,0,2,4,0,1,250,200,50
40,0,0,1,0.2687225043773651,75,1,23.5,14.5,2,5,0,1,5,2,1,-0.06621140241622925,Private job with self-employment,3,0,0,5,1,0,1,2,3,0,1,290,250,40
23,0,1,1,0.36563876271247864,80,1,21,10,1,5,0,1,10,2,1,0.685176432132721,Daily labour,2,0,1,4,1,1,1,2,3,1,0,250,250,0
30,0,0,0,1.003210186958313,80,2,13.5,14.5,0,8,1,1,8,3,0,-0.06621140241622925,Private job with a salary,3,0,1,1,1,0,1,3,5,0,0,250,290,-40
36,0,1,1,0.24757711589336395,90,1,10,14,0,5,0,1,2,1,0,-0.06621140241622925,Private job with a salary,3,0,0,4,1,0,1,2,4,1,1,180,150,30
32,1,1,1,0.14537444710731506,80,1,22.5,12,0,7,0,1,8,2,1,-0.06621140241622925,Daily labour,3,0,1,3,1,0,1,3,3,0,0,200,200,0
30,0,0,0,0.7936693429946899,60,1,13,11,0,7,0,1,0,2,0,2.1879522800445557,Daily labour,5,1,1,3,1,0,1,1,2,1,0,200,200,0
36,0,0,0,0.8407828211784363,90,1,22,14.5,2,6,0,1,8,2,1,-1.5689871311187744,Private job with a salary,3,0,0,2,1,0,2,4,5,0,1,200,175,25
30,1,0,0,0.18942731618881226,80,1,24,11,0,2,0,0,18,2,1,-0.06621140241622925,Current government job,2,0,0,3,1,0,1,2,4,1,1,100,100,0
52,1,0,0,0.29955947399139404,100,1,12,9.5,0,4,0,0,16,1,0,-0.06621140241622925,Private job with a salary,4,0,0,3,0,1,1,2,4,1,1,225,225,0
37,0,0,0,0.8645264506340027,90,2,21,14.5,1,14,0,1,12,3,1,0.685176432132721,Earnings from industry,3,0,1,2,1,1,2,4,4,0,0,250,280,-30
39,0,1,1,0.6178194284439087,60,1,13.5,10,0,4,0,1,0,1,0,0.685176432132721,Earnings from trade,4,0,1,4,1,0,1,1,4,1,0,200,200,0
22,0,1,0,0.8288393616676331,70,1,14,11,0,12,0,1,0,2,1,-0.8175992965698242,Daily labour,3,0,0,2,1,0,1,2,5,0,1,300,300,0
50,1,0,0,0.32158589363098145,100,1,11.5,9.5,0,5,0,0,0,1,1,-0.8175992965698242,Private job with a salary,3,0,1,1,0,0,1,2,3,1,0,300,300,0
55,0,0,0,0.18414099514484406,70,4,15,4,0,7,0,1,10,1,1,0.685176432132721,Private job with a salary,3,0,1,4,1,0,1,1,2,1,0,200,220,-20
47,0,0,0,0.9261636734008789,80,1,21,15,0,3,0,1,5,1,0,-1.5689871311187744,Earnings from trade,3,0,0,2,0,0,0,2,3,0,1,220,190,30
42,0,0,0,0.964686930179596,70,1,15,15,1,6,1,1,10,2,1,-0.06621140241622925,Current government job,3,0,1,2,1,0,1,3,5,1,0,150,200,-50
22,1,0,0,0.8288393616676331,100,1,11.5,9,0,5,0,0,5,1,0,-1.5689871311187744,Private job with a salary,3,0,0,1,0,0,1,2,2,1,1,200,200,0
44,1,1,0,0.14537444710731506,90,1,24,11,0,6,0,1,10,1,1,-0.06621140241622925,Earnings from trade,3,0,0,2,1,0,1,2,2,1,1,320,320,0
52,0,0,0,0.8491171002388,80,2,19.5,12.5,1,4,1,0,12,1,1,0.685176432132721,Daily labour,3,0,1,4,1,0,1,2,3,0,0,190,220,-30
40,0,0,0,0.810593843460083,60,1,23,15,0,6,1,1,10,1,1,0.685176432132721,Earnings from trade,3,0,0,1,1,0,1,2,4,1,1,270,230,40
45,0,0,0,0.29955947399139404,90,2,23,10.5,1,3,0,1,18,1,1,0.685176432132721,Current government job,1,0,1,1,1,1,1,2,3,1,0,350,350,0
23,0,0,0,0.27753305435180664,70,1,15,9,0,2,0,0,8,1,1,0.685176432132721,Earnings from agricultural land,4,0,1,1,0,0,1,1,1,1,0,350,350,0
50,0,0,0,0.27295157313346863,90,1,14,3,1,7,0,1,0,1,0,0.685176432132721,Daily labour,3,0,0,4,1,0,1,3,3,0,1,280,260,20
29,0,0,0,0.8491171002388,90,1,21,14.5,1,7,0,0,16,2,1,0.685176432132721,Private job with a salary,3,0,0,2,1,1,1,3,3,0,1,250,200,50
24,0,0,0,0.7361947894096375,70,2,14,9,2,6,0,1,10,2,0,-0.06621140241622925,Earnings from trade,3,0,1,4,1,0,1,3,2,0,0,190,200,-10
25,0,0,0,0.7584993839263916,50,2,13.5,10.5,0,13,0,1,1,3,1,-2.3203749656677246,Daily labour,5,1,0,3,0,0,2,2,2,1,1,250,250,0
54,0,1,0,0.18942731618881226,80,1,14,11,0,5,0,1,5,1,1,-0.06621140241622925,Daily labour,3,0,1,4,1,0,1,2,3,1,0,250,250,0
63,0,0,1,0.226431742310524,80,1,22,9,2,3,0,0,12,1,1,-0.06621140241622925,Pension - Government,3,0,0,4,1,0,1,2,5,0,1,270,250,20
47,0,0,0,0.6204484701156616,70,2,12,11,1,6,0,1,12,1,0,0.685176432132721,Private job with a salary,3,0,1,4,1,1,1,2,3,0,0,180,200,-20
45,0,0,0,0.8722310662269592,80,2,21,14.5,2,6,0,1,16,1,1,1.436564326286316,Earnings from trade,3,0,0,4,1,1,1,2,3,0,1,275,240,35
25,0,0,0,1.0417335033416748,100,2,22.5,14.5,1,7,1,1,18,1,1,-0.8175992965698242,Earnings from trade,3,0,0,1,1,0,2,3,0,0,1,250,200,50
28,0,0,0,0.9677333235740662,99,2,21.5,11.5,1,6,0,0,16,0,1,1.436564326286316,Current government job,3,0,0,4,1,1,1,3,3,1,0,300,300,0
42,0,0,0,0.226431742310524,80,4,14,2,1,9,1,1,0,1,1,-0.8175992965698242,Daily labour,3,0,0,4,0,0,1,3,2,0,1,250,220,30
25,0,0,0,0.29955947399139404,100,1,12,11,0,4,1,0,12,1,0,-0.06621140241622925,Private job with a salary,3,0,0,4,1,0,1,2,4,1,1,270,270,0
40,0,0,0,0.9723916053771973,85,1,21,15.5,2,7,1,1,16,1,1,2.1879522800445557,Private job with a salary,3,0,0,3,1,1,1,3,4,0,1,240,200,40
50,1,1,0,0.9677333235740662,80,2,12,12,0,2,0,0,0,1,1,2.1879522800445557,Daily labour,3,0,1,1,1,0,1,1,1,1,0,100,100,0
50,0,0,0,0.810593843460083,80,2,12,13,1,6,1,1,12,1,1,-0.06621140241622925,Daily labour,3,0,1,3,1,0,2,3,3,0,0,210,250,-40
50,0,1,1,0.20528636872768402,80,1,19.833332061767578,13.666666030883789,0,5,1,0,0,1,1,-0.8175992965698242,Earnings from trade,3,0,1,5,1,0,0,2,3,1,0,200,250,-50
41,0,0,0,0.8077373504638672,70,1,19.5,13,2,5,0,1,10,1,1,-0.8175992965698242,Private job with a salary,4,0,1,1,1,0,1,2,2,0,0,230,265,-35
42,0,0,0,0.8007033467292786,70,2,24,13,1,5,0,1,10,1,1,-0.06621140241622925,Daily labour,3,0,1,4,1,0,1,2,3,0,0,195,205,-10
30,0,1,1,0.4771394729614258,90,1,13.5,11.5,0,7,1,1,5,1,1,-0.06621140241622925,Daily labour,3,0,1,2,1,0,1,2,4,1,0,200,200,0
40,0,0,0,0.6881594061851501,40,2,12,11,1,3,0,1,10,1,0,-0.06621140241622925,Daily labour,3,0,1,4,1,0,1,2,3,0,0,215,250,-35
54,0,0,0,0.10132158547639847,100,1,12,11.5,0,4,0,0,12,2,0,-0.8175992965698242,Earnings from trade,4,0,1,1,0,0,0,2,3,1,0,300,300,0
50,0,0,0,0.6881594061851501,75,2,19,12,2,9,0,1,2,3,1,-0.06621140241622925,Daily labour,3,0,1,2,1,0,1,3,4,0,0,220,260,-40
40,1,0,0,0.303964763879776,100,1,13.5,9,0,8,0,0,4,2,0,-0.8175992965698242,Earnings from trade,5,0,1,1,0,0,1,4,3,1,0,320,320,0
45,0,0,0,0.7936693429946899,90,2,11,13.5,2,9,1,1,8,3,1,-0.8175992965698242,Daily labour,3,0,1,3,1,0,2,4,4,0,0,200,230,-30
22,0,0,0,0.14537444710731506,90,2,24,9.5,0,7,0,0,10,1,1,-0.06621140241622925,Earnings from trade,4,0,1,4,0,0,2,3,2,1,0,100,100,0
40,0,1,1,0.5826494097709656,90,1,12,13,0,9,0,1,0,3,1,-0.8175992965698242,Daily labour,3,0,1,2,1,0,1,2,6,0,0,200,220,-20
42,0,0,0,0.6881594061851501,80,2,12,12,1,7,1,1,8,1,0,-0.06621140241622925,Daily labour,3,0,1,4,1,0,1,2,4,0,0,216,235,-19
30,1,0,0,0.8689162135124207,70,1,13.5,10.5,0,4,0,1,8,1,0,0.685176432132721,Daily labour,3,1,1,2,1,0,1,1,2,1,0,170,170,0
28,0,1,1,0.6178194284439087,70,1,13.5,13,0,10,0,1,0,3,0,-1.5689871311187744,Daily labour,3,0,0,2,1,0,2,2,6,1,1,250,230,20
45,1,1,1,0.40969163179397583,80,2,23,10,0,7,1,1,0,1,1,-0.06621140241622925,Earnings from industry,1,0,1,3,1,0,1,2,3,0,0,300,300,0
44,0,0,0,0.964686930179596,70,2,12,11,2,7,1,1,16,1,1,2.1879522800445557,Earnings from trade,2,0,0,4,1,1,1,2,4,0,1,220,200,20
35,0,0,0,0.7584993839263916,70,2,14,11,1,6,0,1,5,2,1,-0.06621140241622925,Private job with a salary,3,0,1,4,1,0,1,2,3,0,0,245,285,-40
50,1,0,0,1.336145281791687,100,1,12,10.5,0,15,0,0,0,4,0,-1.5689871311187744,Earnings from trade,4,1,0,1,0,0,0,3,3,1,1,180,180,0
49,0,0,0,0.8288393616676331,90,2,14,13.5,1,8,0,1,12,2,1,-0.8175992965698242,Private job with a salary,3,0,1,1,1,0,1,2,5,0,0,150,180,-30
28,0,0,0,0.6178194284439087,70,2,15,7.5,0,8,0,1,0,1,0,-0.8175992965698242,Daily labour,3,1,0,2,1,0,1,2,3,1,1,120,120,0
22,0,1,1,0.9695192575454712,80,1,15,10.5,0,7,0,1,0,2,1,-0.06621140241622925,Daily labour,2,0,1,3,1,0,1,2,5,1,1,250,250,0
35,0,0,0,0.23348017036914825,80,2,13.666666984558105,10,0,7,0,1,16,2,1,-0.8175992965698242,Private job with self-employment,3,0,1,4,1,0,2,3,3,1,0,130,130,0
40,0,0,0,0.6951934099197388,85,2,20.5,12,2,5,0,1,2,1,1,-0.06621140241622925,Daily labour,3,0,1,3,1,0,1,2,3,0,0,210,250,-40
34,0,0,0,0.8288393616676331,80,1,12.5,15.5,1,10,0,1,10,2,1,-0.06621140241622925,Daily labour,3,0,1,1,1,0,2,1,5,1,0,200,250,-50
40,0,0,0,0.7022273540496826,85,2,12,13.5,1,8,0,1,3,1,0,-0.06621140241622925,Daily labour,3,0,1,2,1,0,1,3,4,0,0,250,270,-20
56,0,1,1,1.542372703552246,80,1,15,14,0,6,0,0,0,1,1,-0.06621140241622925,Daily labour,3,0,0,1,1,0,1,2,5,0,1,150,120,30
40,0,0,0,0.6178194284439087,80,2,10,13,1,5,0,1,10,1,0,-0.06621140241622925,Daily labour,3,0,0,4,1,0,1,2,2,0,1,283,256,27
36,1,0,0,0.18942731618881226,90,1,12.5,11.5,0,5,1,1,10,1,1,-0.06621140241622925,Earnings from trade,3,0,0,4,1,0,1,2,3,1,1,350,350,0
48,0,0,0,0.303964763879776,100,1,9.5,13,0,5,0,0,6,1,1,-0.8175992965698242,Earnings from trade,3,0,0,1,0,0,1,2,3,1,1,250,250,0
25,0,0,0,0.7233293652534485,80,2,13,9,1,3,0,0,8,1,0,-0.06621140241622925,Daily labour,4,0,1,4,1,0,1,2,2,0,0,235,262,-27
50,0,0,0,0.7584993839263916,80,1,12.5,14,0,5,0,1,8,1,0,-0.06621140241622925,Private job with a salary,3,0,0,1,1,0,1,2,4,0,1,280,250,30
32,0,1,1,0.32158589363098145,85,4,22.5,11,1,10,0,1,10,1,1,-0.06621140241622925,Private job with a salary,3,0,1,4,1,0,1,2,3,0,0,200,200,0
35,0,0,0,0.6178194284439087,70,1,13,11,0,12,0,1,6,2,1,-1.5689871311187744,Daily labour,5,1,1,1,0,0,2,2,3,1,0,150,150,0
35,0,0,0,0.964686930179596,90,2,13,9,1,10,1,1,16,4,1,-0.8175992965698242,Earnings from trade,3,0,1,4,1,0,2,3,4,0,0,175,195,-20
24,0,0,0,0.9723916053771973,85,1,21,15.5,2,2,0,0,16,1,0,0.685176432132721,Private job with a salary,3,0,1,3,1,1,1,2,2,0,0,180,200,-20
22,0,0,0,0.7936693429946899,90,2,12,10,1,10,0,1,7,2,1,-0.06621140241622925,Daily labour,3,0,0,3,1,0,1,3,4,0,1,225,200,25
37,0,1,1,1.1804022789001465,70,2,13.5,11,0,5,0,1,10,1,1,-0.06621140241622925,Daily labour,2,1,1,2,1,0,1,2,3,0,0,300,300,0
28,0,0,0,0.7936693429946899,85,1,21,13,1,9,0,1,5,2,1,-0.06621140241622925,Daily labour,3,0,1,2,1,0,1,3,3,0,0,260,290,-30
35,0,0,0,0.7910447120666504,65,2,14,10,0,7,0,1,5,2,0,1.436564326286316,Daily labour,4,1,0,1,1,0,2,2,1,1,1,250,250,0
40,1,0,1,1.1025307178497314,100,1,11.5,10.5,0,5,0,0,5,1,1,-0.8175992965698242,Daily labour,3,1,1,1,0,0,1,2,3,1,0,300,300,0
40,0,0,0,1.0417335033416748,70,2,12,11,1,4,0,0,8,1,1,-0.06621140241622925,Earnings from trade,3,0,0,4,1,0,1,2,2,0,1,200,185,15
50,0,1,0,0.9467877149581909,50,1,24,9.5,0,6,0,1,0,1,0,0.685176432132721,Daily labour,5,1,0,3,1,0,1,1,2,1,1,80,80,0
57,0,0,1,0.7022273540496826,80,2,21,14,2,8,0,1,2,2,1,-1.5689871311187744,Earnings from trade,3,0,0,4,1,0,2,3,4,0,1,210,190,20
30,1,0,1,0.9467877149581909,100,1,13.333333015441895,9.333333015441895,0,5,0,0,5,1,0,-0.06621140241622925,Daily labour,3,1,1,1,0,0,1,1,4,1,1,230,230,0
36,0,1,1,0.6353017091751099,90,4,22.5,12,0,5,0,1,10,1,1,0.685176432132721,Daily labour,3,1,1,2,1,0,1,1,3,0,0,200,200,0
19,0,0,0,0.7936693429946899,90,1,19.5,13.5,1,6,1,1,12,1,1,-0.06621140241622925,Daily labour,3,0,1,1,1,0,1,2,3,0,0,250,280,-30
22,0,0,0,0.7910447120666504,80,1,16,9,0,6,0,0,9,1,0,2.1879522800445557,Daily labour,3,1,0,3,1,0,1,1,2,1,1,150,150,0
45,1,0,0,0.7584993839263916,100,2,15.166666030883789,7.5,0,10,0,0,5,2,0,-1.5689871311187744,Earnings from trade,3,0,1,4,0,0,1,5,3,1,0,333,333,0
58,0,0,0,0.7584993839263916,80,2,21.5,14.5,0,10,1,1,10,1,0,-1.5689871311187744,Earnings from trade,2,0,0,2,1,0,2,2,6,1,1,150,120,30
26,0,0,0,0.7940679788589478,100,1,15,14,1,5,0,0,10,3,1,-0.8175992965698242,Daily labour,3,0,1,1,0,0,1,2,5,1,0,130,150,-20
60,1,1,0,0.8299804925918579,70,2,24,9,0,10,0,0,5,3,0,-0.06621140241622925,Private job with self-employment,3,1,1,2,1,0,2,3,3,1,0,300,300,0
21,0,0,0,0.8288393616676331,95,1,22,14,1,7,0,0,10,2,1,-0.06621140241622925,Earnings from trade,3,0,0,1,1,0,1,2,5,1,1,200,150,50
34,0,0,0,0.6881594061851501,80,1,21,14.5,1,3,0,1,3,1,0,-0.8175992965698242,Daily labour,4,0,0,4,1,0,0,1,2,0,1,240,200,40
35,0,0,0,0.7131732106208801,60,2,24,9,0,10,0,1,8,2,1,-0.8175992965698242,Earnings from trade,4,1,1,2,1,0,2,2,3,1,0,250,250,0
28,1,0,0,0.29955947399139404,100,1,11,10,1,8,0,0,12,2,0,-0.06621140241622925,Current government job,3,0,0,1,0,0,1,3,3,1,1,133,133,0
42,1,1,0,1.024659276008606,80,1,22.5,11,0,7,0,1,10,1,1,-0.06621140241622925,Daily labour,3,1,1,3,1,0,1,2,3,0,0,350,350,0
49,1,0,0,0.9390006065368652,100,1,12.5,10,0,8,0,0,7,1,0,-0.06621140241622925,Daily labour,3,1,1,1,1,0,0,1,3,1,1,270,270,0
50,1,0,0,0.9467877149581909,100,1,13.833333969116211,9.333333015441895,0,6,0,0,8,1,0,-0.06621140241622925,Daily labour,3,1,0,1,1,0,1,2,2,1,1,330,330,0
23,0,0,1,0.7131732106208801,60,1,14,10,0,7,0,0,8,1,0,-0.8175992965698242,Daily labour,3,1,1,1,1,0,1,2,3,1,0,280,280,0
33,0,1,1,0.6178194284439087,70,2,22.5,14.5,1,8,0,1,3,1,1,-0.06621140241622925,Earnings from trade,4,0,0,1,1,0,1,3,6,1,1,200,150,50
32,0,0,0,0.6881594061851501,60,1,24,9,0,7,1,0,5,1,1,-0.8175992965698242,Earnings from trade,2,1,1,1,1,0,2,3,4,1,0,80,80,0
30,1,1,1,0.9467877149581909,100,1,12.5,10,0,5,0,0,2,1,1,-1.5689871311187744,Daily labour,2,1,0,1,0,0,1,2,3,1,1,350,350,0
40,1,1,1,0.862976610660553,90,1,22,11,0,5,0,0,10,1,1,-0.06621140241622925,Daily labour,3,1,1,2,1,0,1,2,4,0,1,350,350,0
50,0,0,0,0.8689162135124207,85,2,20.5,14,2,9,0,1,8,1,1,-0.8175992965698242,Private job with a salary,3,0,0,3,1,0,1,2,4,0,1,230,200,30
26,0,0,0,0.8689162135124207,70,2,13,11,1,5,1,1,10,1,1,-0.06621140241622925,Private job with a salary,3,0,1,4,1,0,1,2,3,0,0,215,269,-54
49,0,0,0,0.9935106635093689,80,1,20.5,14.5,1,9,1,1,18,1,1,-0.06621140241622925,Private job with a salary,3,0,0,2,1,0,1,3,4,0,1,210,180,30
28,0,1,1,0.8611290454864502,80,1,13.666666984558105,15.166666984558105,1,3,0,1,5,1,0,-1.5689871311187744,Private job with a salary,3,0,1,2,0,0,0,2,4,0,0,200,220,-20
27,0,0,0,1.0012978315353394,85,1,21.166667938232422,14.666667938232422,1,8,1,1,10,4,0,-0.8175992965698242,Private job with a salary,3,0,0,2,1,0,2,3,4,0,1,260,240,20
28,0,0,0,0.7910447120666504,80,2,15,10,2,10,0,1,12,2,1,-0.8175992965698242,Earnings from trade,3,0,0,4,1,0,2,3,4,0,1,259,225,34
42,0,0,0,0.7936693429946899,85,1,13.5,14.5,0,7,1,1,12,2,0,-0.06621140241622925,Private job with a salary,3,0,0,1,1,0,1,2,4,0,1,190,150,40
28,0,0,0,0.9078519940376282,80,2,14,10,1,4,0,1,8,3,1,-0.06621140241622925,Private job with a salary,3,0,1,4,1,0,1,2,3,0,0,210,247,-37
34,1,0,0,0.943975567817688,100,4,13.5,8,0,5,0,0,10,1,0,-0.8175992965698242,Earnings from trade,4,1,0,4,0,0,0,2,2,1,1,188,188,0
45,0,0,0,0.9078519940376282,90,1,13.5,15,1,6,0,1,10,1,1,-0.8175992965698242,Private job with a salary,3,0,0,1,0,0,1,2,5,1,1,230,180,50
38,0,0,0,0.8288393616676331,70,2,11,13,2,11,1,1,8,2,0,-0.06621140241622925,Daily labour,4,0,1,4,1,0,2,2,3,0,0,215,235,-20
35,1,0,0,0.7131732106208801,85,1,13.5,12,0,6,0,1,0,1,1,-0.06621140241622925,Daily labour,2,1,1,3,1,0,1,2,4,1,0,250,250,0
45,0,0,1,0.8689162135124207,50,1,24,9.5,0,7,0,1,0,1,1,-0.06621140241622925,Daily labour,3,1,0,2,1,0,1,2,2,1,1,350,350,0
20,0,1,1,0.7819775938987732,80,2,23,9,0,4,0,1,10,2,0,-0.06621140241622925,Private job with a salary,2,1,1,1,1,0,1,2,3,0,0,200,200,0
45,0,0,0,0.8844905495643616,85,1,21,13.5,1,10,0,1,10,2,1,-1.5689871311187744,Earnings from trade,3,0,0,2,1,0,2,4,5,0,1,260,220,40
45,0,0,0,1.024659276008606,95,1,13.5,15,0,6,1,1,10,1,1,-0.06621140241622925,Daily labour,3,0,0,2,1,0,1,2,5,0,1,200,180,20
65,0,0,1,0.6199796199798584,80,1,24,7.833333492279053,1,8,0,0,10,2,1,-0.06621140241622925,Earnings from trade,3,1,0,4,1,0,2,2,3,1,1,100,100,0
41,0,0,0,0.8922776579856873,80,1,21,13.5,2,8,0,1,8,1,0,-0.06621140241622925,Private job with a salary,3,0,0,3,1,0,1,2,3,0,1,250,220,30
45,1,1,1,1.0249745845794678,100,1,13,8,0,6,0,0,12,2,1,-0.8175992965698242,Current government job,3,1,1,3,0,0,1,3,4,1,0,225,325,-100
32,1,1,1,0.8689162135124207,80,1,13.5,10.5,0,11,1,1,10,2,1,-0.06621140241622925,Daily labour,1,1,0,1,1,0,1,2,5,1,0,200,200,0
22,1,0,0,1.0168746709823608,100,1,10,10,1,5,0,0,16,2,0,-0.06621140241622925,Earnings from trade,2,1,1,4,1,1,2,3,3,1,0,213,213,0
23,1,0,0,1.0249745845794678,100,1,13.5,8.5,0,4,0,0,16,1,0,0.685176432132721,Earnings from trade,2,1,0,4,0,1,1,3,4,1,1,200,200,0
45,0,0,0,1.105973482131958,90,2,13.999999046325684,8.5,0,4,0,0,3,1,1,0.685176432132721,Daily labour,3,1,1,3,1,0,1,2,2,1,0,350,350,0
35,0,0,0,0.8689162135124207,85,1,13,15.5,1,7,1,1,8,1,1,-0.8175992965698242,Daily labour,3,0,0,3,1,0,2,3,5,0,1,220,160,60
50,0,0,0,0.9857234954833984,80,2,10.5,14.5,2,5,0,1,10,1,1,0.685176432132721,Daily labour,3,0,1,4,1,0,1,2,3,0,0,250,290,-40
35,1,1,1,0.8689162135124207,70,1,24,13,0,3,0,0,0,3,0,0.685176432132721,Private job with a salary,2,1,0,2,1,0,1,1,3,1,1,260,260,0
30,0,0,0,0.8299804925918579,80,2,12,12,1,4,1,1,10,1,1,0.685176432132721,Earnings from trade,3,0,1,4,1,0,1,2,3,0,0,190,205,-15
40,0,0,0,0.8288393616676331,95,2,13.5,15,0,2,0,0,10,1,0,-1.5689871311187744,Current government job,4,0,1,2,0,0,0,1,3,0,0,230,260,-30
57,0,0,0,1.4299694299697876,100,1,12.5,9.5,0,9,0,0,0,2,1,-0.8175992965698242,Daily labour,3,1,1,1,0,0,1,4,3,1,0,200,200,0
50,1,0,1,0.7131732106208801,90,1,15,13.5,0,3,0,1,0,3,1,-0.06621140241622925,Daily labour,3,1,0,3,1,0,1,2,3,1,1,280,280,0
46,1,0,0,0.9467877149581909,100,1,10.833333015441895,8.333333969116211,0,6,1,0,5,1,0,-0.8175992965698242,Earnings from trade,3,1,0,1,0,0,1,2,2,1,1,280,280,0
74,0,0,1,0.8689162135124207,75,1,20,14,2,14,1,1,10,3,1,-0.8175992965698242,Daily labour,3,0,0,4,1,1,2,5,4,0,1,240,200,40
53,0,0,0,1.024659276008606,70,1,14,9,0,6,0,0,5,2,0,2.1879522800445557,Daily labour,3,1,1,2,1,0,1,1,1,1,0,200,200,0
30,0,0,0,1.1025307178497314,100,1,13.5,13,1,6,0,0,8,1,1,0.685176432132721,Private job with a salary,3,0,0,1,1,0,1,1,4,0,1,190,160,30
65,0,0,0,1.0249745845794678,50,2,15,8,1,3,0,0,5,1,0,2.1879522800445557,Daily labour,3,1,0,4,1,0,1,1,1,1,1,220,220,0
30,1,1,1,0.943975567817688,100,1,10,10.5,0,6,1,0,18,2,0,-0.06621140241622925,Private job with self-employment,2,1,0,4,0,1,2,3,3,1,1,183,183,0
50,1,0,0,1.024659276008606,100,1,11.666666984558105,9.166666984558105,0,5,0,0,1,1,1,-1.5689871311187744,Earnings from trade,3,1,0,1,0,0,0,2,2,1,0,310,310,0
37,0,0,1,0.9844750761985779,60,1,24,11,0,6,0,1,5,2,0,-0.06621140241622925,Daily labour,3,1,0,3,1,0,1,2,2,1,1,80,80,0
55,1,1,1,0.943975567817688,70,1,13,11,0,5,0,0,5,1,1,0.685176432132721,Daily labour,3,1,0,4,1,0,1,1,4,1,1,250,250,0
27,1,0,0,1.0168746709823608,100,2,12,6.5,0,4,0,0,12,1,1,-0.8175992965698242,Earnings from trade,3,1,0,4,0,0,1,2,3,1,1,380,380,0
35,0,0,0,1.024659276008606,80,1,13.5,14,1,5,0,0,12,1,1,-0.06621140241622925,Private job with a salary,3,0,0,1,1,0,1,2,5,1,1,280,250,30
47,0,1,1,0.7009786367416382,90,1,23,11,0,4,0,0,0,1,1,0.685176432132721,Daily labour,4,1,1,3,1,0,1,1,3,1,0,250,250,0
33,0,0,0,0.9467877149581909,70,2,14,9,1,12,1,1,10,3,1,-0.8175992965698242,Current government job,3,0,1,4,1,0,2,3,4,0,0,235,280,-45
60,0,0,1,0.9857234954833984,75,2,16,10.5,2,8,0,0,8,1,0,-0.06621140241622925,Pension - Private,3,0,0,4,1,0,1,3,3,0,1,270,240,30
40,0,1,1,0.862976610660553,80,1,22,12,0,12,0,1,5,1,1,-0.06621140241622925,Daily labour,4,1,0,2,1,0,1,2,3,1,1,300,300,0
35,0,0,0,0.7910447120666504,70,1,22.5,15,0,10,0,1,10,1,1,-1.5689871311187744,Earnings from trade,3,0,0,1,1,0,2,3,5,0,1,270,220,50
22,0,0,0,0.862976610660553,80,1,24,9,0,6,0,0,9,1,1,-0.8175992965698242,Earnings from industry,3,1,1,2,1,0,2,2,2,1,0,150,150,0
32,0,0,0,0.6881594061851501,80,1,19.5,14.5,1,4,0,1,5,1,0,-0.06621140241622925,Daily labour,3,0,1,4,1,0,1,2,3,0,0,180,200,-20
20,0,1,1,1.024659276008606,60,1,22,11.5,0,9,0,1,10,2,1,-0.06621140241622925,Earnings from trade,3,1,0,4,1,0,1,2,4,1,1,150,150,0
26,0,0,0,0.7584993839263916,70,2,13,11,1,10,1,1,5,1,1,-0.8175992965698242,Daily labour,4,0,0,4,1,0,2,3,4,0,1,218,200,18
