s2_q3_baseline,s3_q6_a_7_baseline,s3_q6_a_9_baseline,s3_q6_9_baseline,forecast_ability_baseline,s6f_q4_baseline,s7_q16_baseline,inside_total_hrs_baseline,work_total_hrs_baseline,s9_q4_field_count_baseline,dem_q2_baseline,dem_q3_baseline,dem_q5_baseline,yrs_educ_formal_baseline,dem_q8_baseline,own_house_baseline,asset_index_baseline,dem_q31_baseline,dem_q32_baseline,tehsil_n_baseline,epd_treatment_baseline,s7_q2_baseline_r,dem_q14_baseline,dem_q22_baseline,dem_q24_baseline,dem_q25_baseline,dem_q30_baseline,pref_baseline,pref_endline,wtp_paqi,wtp_epd,wtp_dif
29,1,1,1,1.1414598226547241,100,1,14.166666984558105,9.333333015441895,0,6,0,0,8,1,1,-1.5689871311187744,Daily labour,4,1,0,1,0,0,0,2,2,1,1,90,90,0
45,0,0,0,0.8604651093482971,50,1,13,9,0,5,0,1,10,1,0,0.685176432132721,Daily labour,3,1,0,3,1,0,1,2,2,1,1,50,50,0
45,0,0,0,1.6949150562286377,90,1,13,16,1,11,0,1,10,3,1,-1.5689871311187744,Private job with a salary,3,0,0,1,1,0,2,3,5,0,1,260,220,40
45,0,0,0,1.4406778812408447,80,2,22,15.5,1,7,0,1,10,1,0,-0.06621140241622925,Private job with a salary,3,0,0,2,1,0,1,2,2,0,1,200,180,20
62,0,0,0,0.7860465049743652,75,2,17,12,2,8,1,1,8,2,0,0.685176432132721,Pension - Government,3,0,0,4,1,0,1,3,2,0,1,250,210,40
40,1,0,0,1.0590959787368774,100,1,12,8.5,0,15,0,0,8,4,1,-0.8175992965698242,Daily labour,3,1,0,1,1,0,2,9,4,1,1,200,200,0
40,0,0,0,1.644067645072937,80,1,14.5,15,0,9,1,1,8,1,1,-0.06621140241622925,Private job with a salary,3,0,0,2,1,0,1,2,5,1,1,200,160,40
35,1,1,0,0.935550332069397,90,1,14,10.5,0,4,0,1,9,1,1,0.685176432132721,Daily labour,2,1,0,1,1,1,1,2,3,1,1,250,250,0
40,0,0,0,0.4883720874786377,50,1,24,12.5,0,6,0,0,10,2,1,-0.06621140241622925,Daily labour,3,1,0,1,1,0,1,2,3,1,1,320,320,0
40,0,0,1,0.9767322540283203,80,1,22,7,0,6,0,1,0,1,1,-0.06621140241622925,Private job with self-employment,3,1,0,2,1,1,2,2,3,1,1,50,50,0
30,0,0,0,1.5932202339172363,70,2,12,13,1,6,0,1,8,1,0,-0.06621140241622925,Daily labour,3,0,0,4,1,0,1,2,3,0,1,274,259,15
32,0,0,0,1.644067645072937,70,2,14,12,1,15,1,1,12,5,1,-0.06621140241622925,Earnings from trade,2,0,0,4,1,1,3,5,6,0,1,215,190,25
45,0,0,0,1.4406778812408447,60,1,13.5,15,0,8,0,1,8,1,1,-1.5689871311187744,Private job with a salary,2,0,0,1,1,0,2,3,5,1,1,250,200,50
32,1,1,1,1.0590959787368774,100,1,12.166666984558105,9.833333015441895,0,3,0,0,10,1,1,-0.06621140241622925,Daily labour,4,1,0,1,1,0,1,2,2,1,1,100,100,0
35,1,0,0,1.0590959787368774,90,2,23,10,0,3,0,1,0,1,0,0.685176432132721,Private job with a salary,2,1,0,4,1,1,1,2,3,0,1,300,300,0
36,0,0,0,1.1464730501174927,70,2,13,9,2,12,1,1,10,2,1,-0.8175992965698242,Earnings from trade,3,0,0,4,1,0,2,4,4,0,1,204,188,16
36,0,0,0,1.542372703552246,80,2,22,16,0,5,0,1,8,1,1,-0.8175992965698242,Earnings from trade,3,0,0,1,0,0,1,2,4,1,1,210,190,20
35,0,0,0,0.8976744413375854,80,1,20,13.5,1,6,0,1,8,2,0,0.685176432132721,Private job with a salary,3,0,0,2,1,0,1,2,2,0,1,270,240,30
30,0,1,1,1.0179141759872437,100,1,12,10.333333015441895,0,6,0,0,8,1,1,-0.8175992965698242,Daily labour,3,1,0,1,0,0,1,3,3,1,1,110,110,0
35,0,1,1,1.4406778812408447,60,1,16,16.5,0,5,0,1,0,1,1,0.685176432132721,Daily labour,3,0,0,1,1,0,1,2,5,1,1,230,200,30
48,0,1,0,0.3342134654521942,90,1,13.5,11.5,0,5,0,1,10,2,1,-0.06621140241622925,Daily labour,3,1,0,2,1,0,1,3,4,1,0,300,300,0
51,0,0,0,0.935550332069397,60,2,24,10,0,10,1,1,12,2,1,1.436564326286316,Earnings from trade,2,1,0,3,1,1,2,3,3,1,1,150,15,135
35,1,0,0,0.9767322540283203,80,1,22,10,0,5,0,1,0,1,1,0.685176432132721,Private job with a salary,2,1,0,5,1,1,1,2,2,1,1,250,250,0
38,0,0,0,1.4406778812408447,80,2,13,9,1,6,1,1,10,1,1,-0.06621140241622925,Private job with a salary,3,0,0,4,1,0,1,2,3,0,1,209,200,9
21,0,0,1,0.935550332069397,90,1,17,6,0,7,0,0,12,2,1,-0.06621140241622925,Daily labour,4,1,0,1,1,0,2,2,2,1,1,170,170,0
35,0,0,0,0.8009302616119385,90,1,19,13,1,6,0,1,8,1,0,-0.06621140241622925,Current government job,3,0,0,3,1,0,0,2,2,0,1,220,200,20
24,0,0,0,1.4610167741775513,82,1,22,16,1,12,1,1,12,4,1,-1.5689871311187744,Earnings from trade,3,0,0,4,1,0,2,4,3,0,1,270,240,30
55,0,0,0,0.32484734058380127,70,2,21,13.5,2,8,0,0,2,2,1,-0.06621140241622925,Daily labour,3,0,0,4,1,0,1,3,4,0,1,260,220,40
54,1,0,0,0.41702672839164734,100,1,14,8,0,2,0,0,16,1,0,-0.8175992965698242,Earnings from trade,4,1,0,1,1,0,1,0,3,1,1,350,350,0
45,1,0,0,0.42622819542884827,80,1,12,12.5,0,9,0,0,10,2,1,0.685176432132721,Daily labour,3,1,0,1,1,0,1,4,4,1,1,250,250,0
60,0,0,0,0.15339651703834534,70,1,16,16,0,9,1,1,10,3,1,-0.8175992965698242,Pension - Government,3,0,0,2,1,0,2,3,5,0,1,250,200,50
41,0,1,0,0.5182428956031799,90,2,14,11.5,0,5,0,1,5,2,1,2.1879522800445557,Daily labour,3,1,0,4,1,1,1,3,4,1,1,250,250,0
65,0,1,0,1.0590959787368774,80,1,22,13,0,2,0,0,10,1,1,-0.06621140241622925,Earnings from trade,3,1,0,1,1,0,1,2,3,1,1,150,150,0
60,0,0,1,0.05208465829491615,40,2,14,8,1,8,1,0,0,2,1,2.1879522800445557,Earnings from trade,2,1,0,3,1,1,2,3,3,1,1,300,300,0
40,0,0,0,0.22353549301624298,80,2,23,15,0,6,0,1,10,1,1,-0.8175992965698242,Earnings from trade,3,0,0,1,1,0,2,2,4,1,1,220,180,40
46,0,0,0,0.34361234307289124,90,2,13,13,1,6,0,1,10,2,1,-0.8175992965698242,Daily labour,3,0,0,4,1,0,2,3,4,0,1,232,215,17
63,0,1,1,0.28588125109672546,80,2,16.5,16,0,13,1,1,10,1,1,-1.5689871311187744,Earnings from agricultural land,3,0,0,2,1,0,2,3,6,0,1,180,160,20
54,0,0,1,0.22067803144454956,60,1,23,8,1,12,0,1,10,3,1,1.436564326286316,Earnings from trade,2,1,0,2,1,1,2,3,4,1,1,250,250,0
32,0,0,0,0.09105075150728226,80,1,23,13.5,1,5,1,1,10,1,1,-0.06621140241622925,Daily labour,3,0,0,2,1,0,1,2,3,0,1,210,190,20
40,0,0,0,0.38022083044052124,50,1,15,9,0,6,0,1,5,1,0,0.685176432132721,Daily labour,4,1,0,4,1,0,1,1,2,1,1,350,350,0
23,0,0,0,0.28588125109672546,90,1,20,13.5,1,6,0,0,16,3,0,-0.06621140241622925,Current government job,3,0,0,2,1,0,1,2,2,0,1,280,250,30
50,1,0,0,0.4722355604171753,80,1,23.5,12.5,0,6,0,0,10,2,1,2.939340114593506,Earnings from trade,2,1,0,3,1,1,1,4,4,1,1,150,150,0
35,0,0,0,0.16898295283317566,90,2,13,11,1,4,0,1,0,1,0,-0.06621140241622925,Daily labour,3,0,0,4,1,0,1,2,2,0,1,254,232,22
38,0,0,0,0.10417667776346207,70,1,14,7,0,5,1,1,10,1,1,-0.06621140241622925,Daily labour,2,1,0,1,1,0,2,2,4,0,1,120,120,0
40,0,0,0,0.20794905722141266,80,2,13,12,1,6,0,1,10,2,0,-0.06621140241622925,Daily labour,3,0,0,4,1,0,1,2,2,0,1,248,210,38
40,0,0,0,0.10417667776346207,60,1,24,9,0,8,1,1,12,1,1,1.436564326286316,Earnings from trade,2,1,0,2,1,1,2,2,4,1,1,350,350,0
25,0,0,0,0.8232558369636536,70,2,12,11,1,6,0,0,12,2,0,-0.06621140241622925,Private job with a salary,3,0,0,4,1,0,1,2,3,0,1,208,195,13
55,0,0,0,0.34361234307289124,70,1,13,15,1,6,0,1,12,2,1,-1.5689871311187744,Current government job,3,0,0,2,0,0,1,2,5,1,1,250,220,30
38,0,1,1,0.42622819542884827,100,1,12,10.5,0,7,0,0,10,1,1,1.436564326286316,Earnings from trade,2,1,0,1,1,1,1,4,5,1,1,300,300,0
55,1,0,0,0.41702672839164734,100,1,13.333333969116211,8.333333015441895,0,6,0,0,5,1,1,-0.06621140241622925,Earnings from trade,3,1,0,1,0,1,1,0,3,1,1,320,320,0
54,1,1,1,0.2001558393239975,100,1,11,8,0,7,0,0,10,2,0,0.685176432132721,Earnings from trade,4,1,0,1,1,1,1,4,2,1,1,300,300,0
45,1,1,1,0.42622819542884827,100,1,10,9.5,0,6,0,0,5,1,1,-0.06621140241622925,Earnings from trade,3,1,0,1,1,0,1,3,4,1,1,225,225,0
23,1,1,1,0.41702672839164734,100,1,13,8,0,6,0,0,12,1,0,-0.06621140241622925,Earnings from trade,2,1,0,5,0,1,1,3,5,1,1,180,180,0
26,0,1,1,0.27753305435180664,90,1,11.5,14.5,1,4,1,1,9,2,1,-1.5689871311187744,Private job with a salary,3,0,0,1,0,0,0,2,5,1,1,190,150,40
27,0,0,0,0.303964763879776,70,2,13,12,1,5,1,1,7,1,0,-0.06621140241622925,Earnings from trade,3,0,0,4,1,0,1,2,2,0,1,265,230,35
43,0,0,0,0.012161954306066036,40,2,16,8,0,8,1,1,10,2,1,0.685176432132721,Private job with self-employment,3,1,0,2,1,1,2,2,4,1,1,250,250,0
40,1,0,0,0.38022083044052124,100,1,14,9,0,6,0,0,10,1,0,-0.8175992965698242,Earnings from trade,3,1,0,1,0,0,1,0,2,1,1,100,100,0
48,0,0,0,0.29955947399139404,80,2,14,13,1,6,0,1,12,1,0,-0.06621140241622925,Earnings from trade,3,0,0,4,1,0,1,3,2,0,1,249,226,23
25,0,0,0,0.05208465829491615,50,1,14,8.5,0,7,0,0,12,2,0,-0.06621140241622925,Daily labour,3,1,0,4,1,0,2,3,2,1,1,150,150,0
55,0,0,0,1.2650055885314941,90,2,23.5,16,0,5,0,0,10,1,1,-0.06621140241622925,Earnings from trade,3,0,0,3,1,0,1,2,4,1,1,240,200,40
28,0,0,0,0.32158589363098145,90,2,12,9,1,2,1,1,16,1,1,-0.06621140241622925,Private job with a salary,3,0,0,4,1,0,1,2,2,0,1,210,200,10
56,1,0,0,0.2001558393239975,100,1,11,11,0,7,0,0,8,2,1,0.685176432132721,Earnings from trade,3,1,0,1,0,1,1,4,3,1,1,200,200,0
23,0,0,0,0.09105075150728226,50,1,13,9,0,6,0,0,3,1,0,1.436564326286316,Daily labour,4,1,0,3,1,0,1,1,2,1,1,260,260,0
60,0,0,0,0.934883713722229,80,1,14,16,1,6,0,1,6,2,1,-0.06621140241622925,Daily labour,3,0,0,1,1,0,1,2,5,0,1,170,150,20
42,1,1,1,0.4417456388473511,100,1,13.5,10,0,5,0,0,10,1,1,-0.06621140241622925,Earnings from trade,3,1,0,1,0,0,1,2,4,1,1,300,300,0
40,0,0,1,0.06481363624334335,70,2,22,7,1,5,1,1,12,1,1,2.1879522800445557,Earnings from industry,3,1,0,2,1,1,1,2,3,1,1,100,100,0
58,1,0,0,0.20794905722141266,90,4,23,13,0,9,0,1,10,2,1,1.436564326286316,Earnings from trade,3,1,0,4,1,1,1,4,4,1,1,250,250,0
35,0,0,0,0.7860465049743652,80,2,21,14.5,2,8,0,1,8,1,1,-0.06621140241622925,Daily labour,3,0,0,4,1,0,1,3,4,0,1,295,250,45
36,0,0,0,1.0426232814788818,70,2,13,9,1,6,1,1,10,1,1,-0.06621140241622925,Private job with a salary,3,0,0,4,1,0,1,3,3,0,1,240,226,14
46,0,0,0,0.8009302616119385,85,1,19,14,2,10,0,1,2,4,1,-1.5689871311187744,Daily labour,3,0,0,3,1,0,2,4,4,0,1,240,200,40
60,1,0,0,0.24691516160964966,80,2,22,2,1,4,0,0,16,2,1,2.939340114593506,Pension - Government,2,1,0,2,1,1,1,3,4,1,1,200,200,0
25,0,0,0,0.20794905722141266,90,1,23,10,1,6,0,1,18,2,1,2.1879522800445557,Earnings from trade,2,1,0,5,1,1,1,4,4,0,1,300,300,0
55,1,0,0,0.2001558393239975,100,1,11.5,10,0,8,0,0,8,2,1,0.685176432132721,Earnings from trade,3,1,0,3,0,1,1,4,3,1,1,150,150,0
18,0,0,0,0.1501840353012085,60,1,24,9,0,7,0,1,8,1,1,1.436564326286316,Earnings from trade,2,1,0,2,1,1,1,2,3,1,1,310,310,0
27,1,0,1,0.13001686334609985,80,2,23.5,10.5,0,7,1,1,10,2,1,2.1879522800445557,Earnings from trade,2,1,0,4,1,1,1,4,4,0,1,250,250,0
23,0,0,1,0.32158589363098145,90,1,20.5,13.5,2,23,1,1,16,3,1,-1.5689871311187744,Earnings from trade,3,0,0,4,1,0,3,5,7,0,1,260,220,40
45,1,0,0,0.24691516160964966,90,2,22.5,10,0,7,0,1,8,2,1,1.436564326286316,Earnings from trade,3,1,0,4,1,1,1,4,4,1,1,350,350,0
45,0,1,1,0.24691516160964966,100,1,13.5,8.5,0,6,0,0,0,1,0,-1.5689871311187744,Daily labour,4,1,0,1,0,0,1,2,3,1,1,150,150,0
50,1,0,0,0.20794905722141266,70,1,22.5,11,0,4,0,1,10,1,0,0.685176432132721,Earnings from trade,3,1,0,3,1,1,1,2,4,1,1,250,250,0
35,1,1,1,0.20794905722141266,100,1,13.5,7.5,0,4,0,0,10,1,1,0.685176432132721,Private job with a salary,3,1,0,1,0,1,1,2,3,1,1,100,100,0
44,1,1,0,0.13001686334609985,80,1,23,11,0,6,0,1,10,1,0,1.436564326286316,Private job with a salary,3,1,0,4,1,1,1,2,3,1,1,250,250,0
41,0,0,0,0.27753305435180664,70,1,13,12,1,8,1,1,10,2,1,-0.8175992965698242,Earnings from trade,3,0,0,4,1,0,2,3,4,0,1,230,206,24
52,0,0,0,1.0261505842208862,70,2,14,10,1,5,0,1,0,1,1,-0.06621140241622925,Earnings from trade,3,0,0,4,1,0,1,2,3,0,1,210,190,20
45,0,0,0,0.8976744413375854,80,2,20,16,2,7,0,1,5,1,0,-0.8175992965698242,Daily labour,3,0,0,4,1,0,1,2,4,0,1,200,180,20
43,0,0,0,1.1002779006958008,70,2,14,12,1,4,1,1,16,1,1,3.690727949142456,Private job with a salary,3,0,0,4,1,1,1,2,3,0,1,232,209,23
40,0,0,0,0.9932050108909607,80,1,20,13.5,2,8,0,1,2,1,1,-0.06621140241622925,Daily labour,3,0,0,4,1,0,1,2,3,0,1,285,250,35
27,0,0,0,1.1332234144210815,90,1,12,15.5,2,5,0,1,8,1,0,-0.06621140241622925,Daily labour,4,0,0,2,1,0,0,2,2,0,1,240,200,40
38,0,1,1,0.23132871091365814,90,1,14,15,0,8,1,1,5,2,1,-0.8175992965698242,Daily labour,3,0,0,2,1,0,2,3,5,0,1,260,220,40
31,0,0,0,0.3014676868915558,100,1,13.5,15,1,8,1,1,18,4,1,-0.8175992965698242,Current government job,3,0,0,1,1,0,1,2,5,0,1,170,150,20
42,0,0,0,0.9026047587394714,85,2,22,16,2,8,1,1,18,1,1,2.939340114593506,Earnings from trade,3,0,0,3,1,1,1,4,5,0,1,230,200,30
65,0,0,0,1.1826417446136475,80,2,13,11,1,2,1,0,16,1,1,2.1879522800445557,Current government job,3,0,0,4,1,1,1,2,3,0,1,195,180,15
60,0,0,0,0.16898295283317566,70,2,15,7,1,4,0,0,16,1,1,0.685176432132721,Current government job,3,0,0,4,1,1,1,4,4,0,1,242,219,23
55,0,1,1,0.8604651093482971,90,1,14,15,1,10,0,0,0,3,1,-1.5689871311187744,Daily labour,3,0,0,1,1,0,2,3,5,0,1,160,140,20
48,0,0,0,0.935550332069397,70,2,15.5,13.5,1,6,0,1,9,1,0,-0.8175992965698242,Daily labour,3,0,0,2,1,0,1,2,5,0,1,230,200,30
44,0,0,0,0.16898295283317566,90,2,14,10,1,7,1,1,8,1,1,-0.06621140241622925,Daily labour,3,0,0,4,1,0,1,3,4,0,1,210,200,10
40,0,0,0,0.24691516160964966,90,2,13,12,1,5,0,1,8,1,1,-0.06621140241622925,Daily labour,3,0,0,2,1,0,1,2,3,0,1,235,216,19
60,0,0,0,0.2869522273540497,80,1,22,7.5,1,7,0,1,10,2,1,0.685176432132721,Earnings from trade,2,0,0,1,1,1,2,3,5,1,1,390,390,0
45,0,0,0,0.4942035675048828,70,2,14.5,16,1,8,0,1,10,1,0,-0.06621140241622925,Daily labour,3,0,0,4,1,0,1,2,3,1,1,210,200,10
40,0,1,1,0.08492203056812286,100,1,12.666666030883789,9,0,13,0,0,10,2,1,-0.8175992965698242,Earnings from trade,3,0,0,1,0,0,2,4,5,1,1,200,200,0
40,1,1,1,0.0789799615740776,100,1,11.5,10.5,0,7,0,0,18,1,1,-0.06621140241622925,Daily labour,3,0,0,1,0,0,1,2,4,1,1,70,70,0
35,1,0,0,0.3032402992248535,80,1,23,11,0,6,0,1,0,1,1,0.685176432132721,Earnings from trade,2,0,0,4,1,1,1,2,3,1,1,300,300,0
40,0,1,1,0.30773550271987915,100,1,24,12.666666984558105,0,5,0,1,0,1,0,-0.06621140241622925,Earnings from trade,5,0,0,1,1,0,0,2,1,1,1,200,200,0
33,0,0,0,0.8721691370010376,100,1,22.5,10.5,0,9,1,1,18,2,1,2.939340114593506,Current government job,2,1,0,5,1,1,1,4,4,0,1,350,350,0
40,1,1,0,0.0789799615740776,90,2,23,10,1,6,0,1,10,1,1,1.436564326286316,Earnings from trade,2,0,0,4,1,1,1,2,3,0,1,200,200,0
35,1,1,1,0.30773550271987915,100,1,13.833333969116211,9.333333969116211,0,6,0,0,10,1,0,-0.8175992965698242,Earnings from trade,3,0,0,1,0,0,1,2,2,1,1,210,210,0
55,0,0,1,0.4494212865829468,70,2,21.16666603088379,8.833333015441895,0,8,0,0,10,2,0,-0.8175992965698242,Earnings from trade,3,1,0,2,1,0,2,2,3,1,1,390,390,0
35,1,0,0,0.8117765784263611,90,4,23,12.5,0,6,0,1,8,1,1,0.685176432132721,Earnings from trade,2,1,0,4,1,1,1,3,3,0,1,250,250,0
26,0,0,0,0.08706596493721008,90,1,14,8,0,7,0,0,10,1,0,-0.06621140241622925,Daily labour,3,1,0,1,1,0,1,2,2,1,1,120,120,0
50,1,0,0,0.1384006142616272,80,2,22,11,0,12,1,1,0,2,1,1.436564326286316,Earnings from trade,2,0,0,4,1,1,1,4,5,1,1,300,300,0
32,1,1,1,0.3032402992248535,100,1,13.833333969116211,7.833333492279053,0,3,0,0,10,1,1,-0.8175992965698242,Daily labour,3,0,0,1,0,0,1,2,2,1,1,300,300,0
34,0,0,0,0.415620893239975,50,1,24,9,0,14,0,1,10,4,1,-0.06621140241622925,Earnings from trade,3,0,0,2,1,0,2,2,3,1,1,320,320,0
24,0,0,0,1.1249871253967285,75,2,21,16,1,5,0,1,8,2,0,-0.06621140241622925,Private job with a salary,3,0,0,3,1,0,1,2,2,0,1,290,250,40
35,0,0,0,0.46303409337997437,70,2,14.5,16,1,5,0,1,0,1,0,-0.06621140241622925,Daily labour,3,0,0,2,1,0,1,2,4,1,1,180,150,30
24,0,0,0,0.4722355604171753,90,2,12,12,2,7,0,0,12,2,1,-0.06621140241622925,Private job with a salary,3,0,0,3,1,0,1,3,3,0,1,249,216,33
40,0,0,0,0.7003005743026733,70,2,21,15,1,13,0,1,16,2,1,-0.8175992965698242,Earnings from trade,3,0,0,3,1,0,1,4,5,0,1,230,200,30
40,0,0,0,0.6487763524055481,90,2,12,10,1,9,0,1,12,1,1,-0.06621140241622925,Daily labour,3,0,0,4,1,0,0,2,3,0,1,216,200,16
40,0,1,1,1.2238236665725708,90,1,22.5,16,1,6,1,1,5,1,1,-0.8175992965698242,Earnings from trade,3,0,0,3,1,0,0,2,3,1,1,170,150,20
45,0,0,0,0.4722355604171753,90,2,15,8,1,13,1,1,10,2,1,-0.8175992965698242,Current government job,3,0,0,4,1,0,2,3,4,0,1,218,200,18
40,0,0,0,0.46057313680648804,80,2,14,9,0,7,0,1,8,1,0,-0.06621140241622925,Daily labour,3,0,0,2,1,0,1,2,2,1,1,390,390,0
48,0,0,1,0.6305989623069763,60,1,23.5,8.5,1,5,0,1,10,1,1,2.1879522800445557,Private job with a salary,3,1,0,2,1,1,1,2,4,1,1,150,150,0
21,0,0,0,0.3032402992248535,90,2,21.5,11,0,10,0,1,10,2,1,0.685176432132721,Earnings from trade,3,0,0,4,1,1,1,3,3,0,1,200,200,0
22,0,0,0,0.8117765784263611,85,1,23,11,0,7,1,1,8,1,1,0.685176432132721,Earnings from trade,3,1,0,5,1,1,1,2,4,0,1,200,200,0
57,0,0,0,1.3194303512573242,80,2,18,11,2,13,0,1,5,3,1,-1.5689871311187744,Earnings from trade,3,0,0,4,1,0,2,3,5,0,1,218,200,18
25,0,0,0,1.3194303512573242,75,1,8,16.5,1,5,0,1,3,1,1,0.685176432132721,Daily labour,3,0,0,1,1,0,1,3,3,0,1,260,210,50
35,1,0,0,0.9325616955757141,90,4,22.33333396911621,11.666666984558105,0,6,0,1,10,2,1,0.685176432132721,Earnings from trade,2,1,0,4,1,1,1,3,4,1,1,150,150,0
41,0,0,0,1.5228891372680664,90,2,23,13,0,8,1,1,10,1,1,-0.06621140241622925,Earnings from trade,3,0,0,1,1,0,1,2,4,0,1,150,130,20
35,1,0,0,0.9325616955757141,100,2,13,7.5,0,7,0,0,8,1,1,-0.8175992965698242,Daily labour,3,1,0,1,0,0,1,2,2,1,1,300,300,0
50,1,0,0,0.9325616955757141,90,2,23,13,0,9,1,1,5,3,1,0.685176432132721,Earnings from trade,3,1,0,4,1,1,1,3,4,1,1,350,350,0
42,0,0,0,0.4722355604171753,90,2,13,9,1,7,0,1,0,1,1,-0.06621140241622925,Daily labour,3,0,0,3,1,0,1,3,3,0,1,219,200,19
19,0,0,0,0.32863616943359375,60,1,18.5,5.5,0,6,0,0,12,1,1,3.690727949142456,Private job with a salary,2,1,0,1,1,1,1,2,4,1,1,350,350,0
40,0,0,0,0.9601753354072571,80,1,20.166667938232422,14.166667938232422,1,6,1,1,10,1,1,0.685176432132721,Private job with a salary,3,0,0,3,1,1,1,2,3,0,1,250,220,30
43,1,1,1,0.32571640610694885,100,1,15,8,0,4,0,0,12,1,0,-1.5689871311187744,Current government job,3,0,0,1,0,0,1,2,2,1,1,100,100,0
24,0,1,1,0.8721691370010376,100,1,10.5,8.5,0,5,0,0,7,1,1,-0.06621140241622925,Daily labour,3,1,0,1,1,0,1,2,4,1,1,300,300,0
36,0,0,0,1.4821974039077759,70,1,16,12,1,6,1,1,4,1,1,-0.8175992965698242,Daily labour,3,0,0,4,1,0,2,2,2,0,1,200,186,14
62,0,0,0,1.065474033355713,75,1,22,14.5,2,4,1,0,12,1,1,0.685176432132721,Earnings from industry,3,0,0,4,1,0,1,3,4,0,1,270,240,30
42,0,0,0,0.3986237943172455,80,2,15,15,1,7,1,1,8,1,1,-0.06621140241622925,Daily labour,3,0,0,1,1,0,1,2,3,1,1,230,180,50
45,1,1,1,0.3032402992248535,100,1,12,9.5,0,6,0,0,8,1,0,0.685176432132721,Daily labour,4,0,0,1,1,0,1,2,1,1,1,140,140,0
29,0,0,0,1.065474033355713,85,2,20,13.5,1,3,0,1,12,1,0,-0.8175992965698242,Daily labour,3,0,0,3,1,0,0,2,2,0,1,235,200,35
35,0,0,0,0.9084047079086304,80,1,13,11,0,7,1,1,12,1,1,-0.06621140241622925,Daily labour,3,1,0,4,1,0,1,2,4,0,1,380,380,0
45,0,0,0,0.8721691370010376,80,1,22.5,10.5,0,8,1,0,12,2,1,0.685176432132721,Current government job,2,1,0,3,1,1,1,3,4,0,1,200,200,0
42,0,0,0,0.5458473563194275,80,2,20,13.5,2,3,0,0,3,2,1,-0.06621140241622925,Daily labour,4,0,0,3,1,0,0,1,2,0,1,210,180,30
47,0,0,0,0.8721691370010376,80,2,11,11,1,6,0,1,5,1,1,0.685176432132721,Private job with a salary,3,0,0,3,1,1,2,4,4,0,1,242,224,18
25,0,0,0,0.9844750761985779,70,2,13,11,2,9,1,1,16,2,1,-0.8175992965698242,Private job with a salary,3,0,0,3,1,0,2,4,5,0,1,205,186,19
44,0,0,0,0.40579354763031006,70,1,20,8,1,7,0,1,16,2,1,1.436564326286316,Earnings from trade,2,0,0,1,1,1,2,3,4,1,1,320,320,0
27,0,0,0,1.0249745845794678,80,2,13,10,1,7,1,1,12,3,1,-0.8175992965698242,Earnings from trade,3,0,0,4,1,0,2,3,4,0,1,255,219,36
50,0,1,1,0.46303409337997437,90,1,12.5,15,1,5,0,0,5,2,1,-0.8175992965698242,Daily labour,3,0,0,2,0,0,1,2,3,0,1,200,160,40
32,0,0,0,0.7513840794563293,90,4,23,13.5,0,7,0,1,8,1,1,0.685176432132721,Earnings from trade,2,1,0,5,1,1,1,2,4,0,1,150,150,0
32,0,0,0,0.6909915208816528,95,2,21,13.5,1,7,1,1,18,1,0,1.436564326286316,Private job with a salary,3,0,0,4,1,1,1,3,4,0,1,270,240,30
29,0,0,0,0.1681109368801117,90,2,21,10,0,4,1,1,5,1,1,-0.06621140241622925,Earnings from trade,3,0,0,2,1,0,1,1,3,1,1,370,370,0
35,0,0,1,1.4821974039077759,85,2,21.5,14,1,5,1,1,9,1,1,-0.06621140241622925,Private job with a salary,3,0,0,4,1,0,1,2,2,0,1,200,175,25
35,0,0,0,0.9929542541503906,80,2,22,14.5,2,8,0,1,16,2,1,2.1879522800445557,Earnings from trade,3,0,0,4,1,2,1,3,4,0,1,280,250,30
55,1,1,1,0.5972520709037781,100,1,14.5,9,0,4,0,0,8,1,1,-0.8175992965698242,Earnings from trade,3,1,0,1,0,0,1,2,4,1,1,50,50,0
42,0,0,0,0.8721691370010376,70,2,14,11,1,2,0,0,16,1,1,1.436564326286316,Private job with a salary,3,0,0,4,1,1,1,2,4,0,1,235,219,16
40,1,0,0,0.5609756112098694,90,4,14,11,0,7,0,1,0,2,1,-0.06621140241622925,Daily labour,4,1,0,4,1,0,1,3,3,1,1,350,350,0
30,0,0,0,1.2787384986877441,90,2,14,12,1,5,0,1,10,1,0,-0.06621140241622925,Daily labour,3,0,0,5,1,0,1,2,2,0,1,218,200,18
40,0,1,1,0.6487763524055481,100,1,12,9.5,0,4,0,0,0,1,1,-0.8175992965698242,Earnings from trade,3,1,0,1,0,0,1,2,4,1,1,380,380,0
35,1,0,0,0.4146341383457184,90,4,13.5,11,0,4,0,1,0,1,0,-0.06621140241622925,Daily labour,3,0,0,4,1,0,1,2,3,0,1,370,370,0
45,0,0,0,0.33963078260421753,60,2,14,9,1,4,0,1,10,1,1,-0.06621140241622925,Daily labour,3,1,0,1,1,0,1,2,3,1,1,150,150,0
26,0,0,0,0.2195121943950653,80,1,24,10,0,7,1,0,12,2,1,-0.06621140241622925,Earnings from trade,2,1,0,4,1,0,2,2,3,1,1,250,250,0
42,1,1,1,0.607556939125061,100,1,11.5,9,0,5,0,0,16,1,1,-0.8175992965698242,Earnings from trade,3,1,0,1,0,0,1,2,3,1,1,100,100,0
