duration_baseline,s2_q3_baseline,s3_q6_7_baseline,s3_q6_9_baseline,s3_q23_baseline,s3_q1_baseline,s6_q6_baseline,s6f_q3_baseline,forecast_ability_baseline,s6f_q4_baseline,air_worry_baseline,s7_q10_baseline,s7_q12_baseline,s7_q13_baseline,s7_q14_baseline,s7_q16_baseline,outside_total_hrs_baseline,work_total_hrs_baseline,s7_q33_baseline,s9_q4_3_1_baseline,main_news_Geo_baseline,s9_q5_3_7_baseline,s9_q5_3_12_baseline,s9_q5_3_0_baseline,s9_q5_field_count_baseline,s9_q5_4_1_baseline,s9_q7_field_count_baseline,s9_q7_1_1_baseline,s9_q7_3_1_baseline,dem_q1_baseline,dem_q3_baseline,dem_q4_baseline,dem_q5_baseline,dem_q6_baseline,dem_q8_baseline,dem_q9_baseline,dem_q14_baseline,dem_q22_baseline,dem_q24_baseline,dem_q25_baseline,dem_q30_baseline,asset_index_baseline,dem_q31_baseline,dem_q32_baseline,tehsil_n_baseline,epd_treatment_baseline,s3_q11v12_baseline_r_std,s3_q15v16_baseline_r_std,num_sources_known_baseline,high_error,hhid,pref_baseline,pref_endline,wtp_paqi,wtp_epd,wtp_dif,dem_q7_baseline
2648,41,0,0,50,5,about the same as today,235,0.8299804925918579,80,1,2,2,2,2,2,12,12,1,0,1,0,0,0,1,1,1,Facebook,0,son of household head,1,1,1,2,1,Owned,1,0,1,2,3,-0.06621140241622925,Daily labour,4,0,1,0.5258958465495415,0.6459654526106634,1,0,6084,0,0,200,218,-18,No formal education
3378,20,1,0,50,1,about the same as today,249,0.9390006065368652,100,0,4,1,2,1,1,12,10,0,0,1,1,0,0,1,0,0,WhatsApp,0,head of household,0,1,0,3,1,Rented,0,0,0,2,2,-1.5689871311187744,Daily labour,4,1,1,-0.4127283858996401,-0.32880223488740973,2,0,2074,1,0,100,100,0,Primary (1-5)
2628,34,0,0,50,4,better than today,289,0.2731277644634247,75,0,3,2,1,1,1,2,17,1,0,1,0,0,0,1,0,2,WhatsApp,0,Other,1,1,1,4,3,Rented,1,0,0,2,3,-0.8175992965698242,Earnings from trade,3,0,0,0.5258958465495415,0.6459654526106634,2,1,5069,0,1,290,250,40,Intermediate
2346,26,0,0,0,4,better than today,235,0.903476059436798,60,0,6,2,1,1,1,10,10,1,0,1,1,0,0,1,1,2,Facebook,0,head of household,0,1,1,3,1,Owned,1,0,2,3,3,-0.8175992965698242,Daily labour,2,1,0,-0.4127283858996401,-0.32880223488740973,2,0,1078,1,1,120,120,0,Secondary/Matric
2639,40,0,0,40,2,about the same as today,255,0.9857234954833984,90,0,3,2,2,1,2,5,13.5,1,0,1,0,1,0,1,1,2,WhatsApp,0,head of household,0,1,1,6,1,Owned,1,1,1,2,3,0.685176432132721,Current government job,3,0,0,0.5258958465495415,1.6207331401087366,1,0,5082,0,1,230,200,30,Secondary/Matric
2673,30,0,0,70,4,better than today,200,0.5409309267997742,50,0,7,1,2,1,1,9,9,1,0,1,1,0,0,1,1,0,WhatsApp,0,head of household,0,1,0,3,2,Rented,1,0,2,2,1,-0.06621140241622925,Daily labour,4,1,0,-1.3513526183488216,-2.278337609883556,1,0,1086,1,1,150,150,0,Primary (1-5)
2400,65,1,0,70,4,about the same as today,240,0.7860465049743652,90,1,2,4,2,2,2,1,14.5,0,0,1,0,0,0,1,1,0,WhatsApp,0,head of household,1,1,0,3,1,Owned,1,1,1,2,3,0.685176432132721,Earnings from trade,3,1,0,0.5258958465495415,0.6459654526106634,2,0,3100,0,1,300,300,0,Middle (6-8)
2658,38,0,0,50,5,about the same as today,240,0.7860465049743652,80,1,2,2,2,2,2,12,10,1,0,0,0,0,0,1,1,2,WhatsApp,0,son of household head,1,2,0,3,1,Owned,1,0,2,2,3,-0.8175992965698242,Earnings from trade,3,0,1,0.5258958465495415,0.6459654526106634,1,0,6128,0,0,244,274,-30,Middle (6-8)
2823,52,0,0,50,4,better than today,165,0.5182428956031799,75,1,3,2,2,2,2,4,14,1,0,0,0,1,0,1,1,2,WhatsApp,0,head of household,0,1,1,2,1,Rented,1,0,1,2,2,-0.06621140241622925,Daily labour,3,0,0,0.5258958465495415,0.6459654526106634,1,0,5144,0,1,260,220,40,Intermediate
2696,65,0,0,30,5,worse than today,265,0.9720930457115172,95,0,1,2,1,2,1,8,16,1,0,1,0,0,1,1,1,0,WhatsApp,0,head of household,1,1,0,3,1,Owned,0,0,0,2,3,-1.5689871311187744,Current government job,3,0,0,1.464520078998723,-0.32880223488740973,2,0,4123,0,1,250,200,50,Primary (1-5)
2630,35,0,0,30,4,about the same as today,300,0.32158589363098145,80,0,4,2,1,1,1,3,13.5,1,0,0,0,0,0,1,1,2,WhatsApp,0,head of household,0,1,1,3,1,Owned,1,0,1,2,4,-0.06621140241622925,Daily labour,3,0,0,0.5258958465495415,0.6459654526106634,1,0,5067,0,1,265,230,35,Secondary/Matric
2846,45,0,0,30,4,better than today,235,0.810593843460083,75,0,7,2,1,1,1,2,7.5,1,0,1,0,0,0,1,1,0,WhatsApp,0,head of household,0,1,0,3,2,Owned,1,0,1,2,3,0.685176432132721,Daily labour,4,1,0,0.5258958465495415,-0.32880223488740973,1,0,1090,1,1,320,320,0,Middle (6-8)
3174,40,1,0,50,1,about the same as today,270,1.080256700515747,80,0,3,1,1,1,1,10.5,9,0,0,1,0,1,0,2,1,0,WhatsApp,0,head of household,0,1,0,3,1,Owned,1,0,1,2,3,-0.06621140241622925,Earnings from trade,3,1,0,-0.4127283858996401,-0.32880223488740973,2,1,2088,1,1,145,145,0,Secondary/Matric
2727,70,0,0,30,5,about the same as today,150,0.3802208304405213,80,1,3,2,2,2,2,13,11,1,0,1,1,0,0,1,1,1,WhatsApp,0,head of household,0,1,1,1,2,Owned,1,0,1,2,3,-0.06621140241622925,Private job with a salary,3,0,1,1.464520078998723,0.6459654526106634,1,0,6143,0,0,200,208,-8,Primary (1-5)
2698,30,0,1,40,2,about the same as today,305,0.34361234307289124,90,0,4,2,1,1,1,4,13.5,1,1,0,0,0,0,1,0,2,WhatsApp,0,son of household head,0,1,0,3,1,Owned,1,0,0,2,3,-0.8175992965698242,Daily labour,4,0,1,0.5258958465495415,0.6459654526106634,1,0,5070,0,0,180,210,-30,Secondary/Matric
3087,40,1,0,50,4,worse than today,235,0.810593843460083,90,1,2,4,2,2,4,10.5,11,1,0,1,0,0,0,1,1,0,WhatsApp,0,head of household,0,1,1,8,2,Owned,1,0,2,2,5,-0.8175992965698242,Daily labour,3,1,1,-1.3513526183488216,-1.303569922385483,3,0,3086,1,0,250,250,0,Secondary/Matric
2438,40,0,0,40,4,about the same as today,255,0.8976744413375854,75,0,2,4,4,4,4,11.5,12,1,0,0,0,0,0,1,0,0,WhatsApp,0,head of household,1,1,1,5,1,Owned,1,0,1,3,4,0.685176432132721,Daily labour,3,1,0,0.5258958465495415,-1.303569922385483,2,0,3096,1,1,200,200,0,Secondary/Matric
3186,28,0,0,50,1,about the same as today,249,0.9184589982032776,100,0,7,1,1,1,1,11.666666984558104,7.833333492279053,0,0,1,0,0,0,1,1,1,Facebook,0,head of household,0,1,0,3,1,Rented,1,0,1,3,3,-0.06621140241622925,Daily labour,4,1,1,-0.4127283858996401,-0.32880223488740973,1,0,2089,1,0,300,300,0,Primary (1-5)
2568,40,1,0,50,1,about the same as today,249,0.8530232310295105,100,0,0,1,1,1,1,8.833333969116211,8.166666984558105,0,0,1,1,1,0,2,1,1,WhatsApp,0,head of household,0,1,0,3,1,Rented,0,0,1,2,3,0.685176432132721,Earnings from trade,4,1,0,-0.4127283858996401,-0.32880223488740973,2,0,2093,1,1,100,100,0,Middle (6-8)
2650,40,0,1,40,4,worse than today,240,0.7860465049743652,80,0,3,1,2,2,1,10,14,1,0,0,0,0,1,1,1,0,WhatsApp,0,son of household head,1,1,1,1,1,Owned,1,0,1,2,3,-0.06621140241622925,Daily labour,3,0,0,1.464520078998723,-0.32880223488740973,1,0,4122,0,1,200,150,50,No formal education
2520,28,0,0,80,1,better than today,245,1.0179141759872437,70,0,7,2,1,1,1,0.5,9.5,1,0,0,0,0,1,1,1,1,Facebook,0,head of household,0,1,1,3,2,Owned,1,0,2,3,4,-0.8175992965698242,Earnings from trade,4,1,0,-0.4127283858996401,-1.303569922385483,1,0,1109,1,1,150,150,0,Secondary/Matric
2654,43,0,0,40,2,about the same as today,255,1.5932202339172363,75,0,3,2,2,1,2,2.5,15.5,1,0,0,0,0,0,1,1,2,WhatsApp,0,son of household head,1,1,0,3,2,Owned,1,0,1,2,2,-0.06621140241622925,Private job with a salary,4,0,0,0.5258958465495415,0.6459654526106634,1,0,5113,0,1,260,220,40,Middle (6-8)
2784,63,0,1,50,5,worse than today,250,1.0249745845794678,90,0,3,1,1,4,1,3,8.5,1,1,1,0,0,0,1,1,0,WhatsApp,0,head of household,0,1,1,4,2,Owned,1,0,2,3,5,-1.5689871311187744,Other,3,0,1,0.5258958465495415,0.6459654526106634,3,0,4094,1,0,190,230,-40,Middle (6-8)
2426,65,0,0,40,4,better than today,250,0.8604651093482971,60,0,7,1,1,1,2,9,9,0,0,0,0,0,1,1,1,0,WhatsApp,0,head of household,1,1,0,3,3,Rented,1,0,3,3,4,-0.06621140241622925,Daily labour,3,1,0,-0.4127283858996401,-0.32880223488740973,1,0,1093,1,1,300,300,0,Primary (1-5)
1792,28,1,0,50,4,about the same as today,235,0.903476059436798,90,0,1,4,4,4,1,1,12,1,1,0,0,0,0,1,1,1,Facebook,0,head of household,0,1,1,1,1,Owned,1,1,1,2,4,2.939340114593506,Earnings from trade,1,1,0,0.5258958465495415,0.6459654526106634,4,0,3085,0,1,300,300,0,Postgraduate
2596,40,0,0,50,2,worse than today,255,1.065474033355713,75,0,3,2,2,1,1,0,16.5,1,0,0,0,0,1,1,1,2,WhatsApp,0,son of household head,1,1,1,2,4,Owned,1,0,2,5,3,-1.5689871311187744,Earnings from trade,3,0,1,0.5258958465495415,0.6459654526106634,1,0,5099,0,0,260,290,-30,University
2710,55,0,0,40,5,better than today,235,0.903476059436798,70,1,2,2,2,2,1,10,10.5,1,0,1,1,0,0,1,1,1,WhatsApp,0,head of household,0,1,1,3,2,Owned,1,1,2,2,3,0.685176432132721,Earnings from trade,3,0,0,0.5258958465495415,0.6459654526106634,1,0,6097,0,1,208,193,15,Secondary/Matric
3084,40,1,0,40,4,about the same as today,240,0.8491171002388,90,0,2,2,4,4,1,10.5,11,1,0,0,1,0,0,1,1,0,WhatsApp,0,head of household,1,1,1,9,2,Owned,1,0,2,4,5,-0.06621140241622925,Daily labour,3,1,1,0.5258958465495415,0.6459654526106634,3,0,3088,0,0,250,250,0,Secondary/Matric
2482,20,1,1,50,1,about the same as today,259,0.9274418354034424,100,0,1,1,1,1,1,11.166666030883787,8.833333015441895,0,0,1,0,0,0,1,1,0,WhatsApp,0,head of household,0,1,0,3,1,Owned someone else,1,0,1,2,4,-0.06621140241622925,Daily labour,3,1,0,-0.4127283858996401,-0.32880223488740973,3,0,9089,1,1,200,200,0,Middle (6-8)
2852,32,0,0,40,4,worse than today,163,0.49983999133110046,85,0,3,2,1,1,1,4,14.5,1,0,0,1,0,0,1,0,2,WhatsApp,0,son of household head,1,1,1,4,2,Owned,1,0,1,3,3,-0.8175992965698242,Private job with a salary,3,0,0,2.4031443114479045,2.5955008276068097,2,0,5142,0,1,230,200,30,University
2321,28,1,0,50,4,about the same as today,260,0.934883713722229,80,0,4,1,1,2,2,1,11.5,1,0,0,0,0,0,1,0,0,WhatsApp,0,head of household,0,1,1,2,1,Rented,1,1,1,2,2,0.685176432132721,Daily labour,3,1,0,-1.3513526183488216,-1.303569922385483,3,0,3097,1,1,200,200,0,No formal education
2601,19,0,0,30,4,about the same as today,250,1.0249745845794678,80,0,4,1,1,1,1,5,13.5,1,0,1,0,1,0,1,1,2,WhatsApp,0,son of household head,0,1,0,3,1,Owned,1,0,0,2,2,-0.8175992965698242,Daily labour,4,0,0,1.464520078998723,2.5955008276068097,1,0,5097,0,1,250,220,30,Middle (6-8)
2760,43,0,0,60,5,worse than today,240,0.943975567817688,70,0,2,2,1,2,1,11.5,16,1,1,0,0,0,1,1,1,0,WhatsApp,0,son of household head,1,1,1,4,2,Owned,1,0,2,3,6,-1.5689871311187744,Private job with a salary,3,0,1,-1.3513526183488216,-1.303569922385483,3,0,4095,1,0,150,200,-50,Intermediate
2650,43,0,0,30,5,about the same as today,250,0.8604651093482971,70,1,2,4,2,2,2,11,10,1,0,0,0,0,0,1,1,2,WhatsApp,0,head of household,0,1,1,4,1,Rented,1,0,1,2,3,-0.06621140241622925,Private job with a salary,3,0,1,1.464520078998723,0.6459654526106634,1,0,6129,0,0,210,233,-23,Middle (6-8)
2600,50,0,0,50,4,better than today,245,0.984475076198578,90,1,2,4,2,2,2,4,14.5,1,0,0,0,0,1,1,1,2,WhatsApp,0,head of household,0,1,0,3,2,Owned,1,0,1,2,2,-0.06621140241622925,Private job with a salary,3,0,1,0.5258958465495415,0.6459654526106634,1,0,5098,0,0,250,270,-20,University
2488,23,1,0,50,4,about the same as today,250,0.8604651093482971,100,1,0,2,2,1,1,11.166666030883787,9.833333015441896,0,0,1,1,0,0,2,1,1,Facebook,0,head of household,0,1,0,3,1,Owned someone else,0,1,1,3,4,0.685176432132721,Earnings from trade,2,1,1,-0.4127283858996401,-0.32880223488740973,2,0,9086,1,0,350,350,0,Secondary/Matric
3178,58,1,0,50,1,better than today,250,0.9261636734008788,100,0,2,1,1,1,1,10.166666030883787,9.333333015441896,0,0,0,0,0,0,1,1,0,WhatsApp,0,head of household,0,1,0,3,1,Owned,0,0,1,2,4,-1.5689871311187744,Daily labour,3,1,1,-0.4127283858996401,-0.32880223488740973,2,1,2090,1,1,185,185,0,No formal education
2573,30,1,1,50,4,about the same as today,250,0.8604651093482971,100,0,0,1,1,1,1,10.833333015441896,9.666666030883787,0,0,1,0,0,0,2,1,1,Facebook,0,head of household,0,1,0,3,1,Rented,1,0,1,2,2,-0.06621140241622925,Daily labour,4,1,0,-0.4127283858996401,-0.32880223488740973,3,0,2091,1,1,135,135,0,Secondary/Matric
2457,30,0,0,70,4,better than today,225,0.6744186282157898,60,0,6,2,2,1,2,10,10,1,0,0,0,0,0,0,1,1,Facebook,0,head of household,0,1,1,3,2,Owned,1,0,2,2,3,-1.5689871311187744,Daily labour,3,1,1,-0.4127283858996401,-0.32880223488740973,1,0,1092,1,0,100,100,0,Secondary/Matric
2284,45,1,1,50,4,about the same as today,250,1.0590959787368774,50,0,5,2,2,1,1,0,7,1,0,0,0,0,0,0,1,0,WhatsApp,0,head of household,0,1,0,3,2,Owned,1,0,2,2,3,-0.06621140241622925,Private job with self-employment,2,1,1,-0.4127283858996401,-0.32880223488740973,1,0,1103,1,0,50,50,0,Other education
2310,37,0,0,70,4,better than today,249,1.0508596897125244,70,0,7,1,2,2,1,1,8,1,0,0,0,0,0,1,1,0,WhatsApp,0,head of household,0,1,1,4,1,Owned,1,0,1,2,4,1.436564326286316,Earnings from trade,3,1,0,-0.4127283858996401,-0.32880223488740973,1,0,1101,1,1,300,300,0,No formal education
2507,23,0,0,50,4,worse than today,240,0.7860465049743652,90,0,4,2,4,1,2,11,12.5,1,0,0,0,0,0,1,0,0,WhatsApp,0,head of household,0,1,0,3,1,Rented,0,0,1,2,3,-0.8175992965698242,Daily labour,2,1,0,0.5258958465495415,-1.303569922385483,3,0,3092,1,1,300,300,0,Middle (6-8)
2656,24,0,0,40,4,better than today,240,1.4406778812408447,85,0,4,2,2,1,1,4,13.5,1,0,1,0,1,0,1,1,2,WhatsApp,0,head of household,0,1,0,3,1,Owned,1,0,1,2,1,1.436564326286316,Current government job,3,0,1,0.5258958465495415,-0.32880223488740973,1,0,5112,0,0,250,280,-30,Secondary/Matric
2509,58,1,0,50,4,worse than today,235,0.7488372325897217,90,0,3,4,1,4,1,11.5,12.5,1,0,0,0,0,0,1,0,0,WhatsApp,0,head of household,0,1,0,3,1,Owned,1,0,1,2,3,0.685176432132721,Daily labour,3,1,1,0.5258958465495415,0.6459654526106634,2,0,3095,0,0,350,350,0,No formal education
2431,40,0,0,40,5,about the same as today,260,0.934883713722229,80,1,1,2,2,2,2,12,10,1,0,0,0,0,0,1,1,2,WhatsApp,0,head of household,0,1,1,3,1,Rented,1,0,1,2,3,-0.06621140241622925,Private job with a salary,3,0,0,0.5258958465495415,0.6459654526106634,1,0,6130,0,1,257,228,29,Middle (6-8)
2595,22,1,0,60,4,about the same as today,255,0.8976744413375854,75,0,4,2,4,2,2,10.5,10,1,0,0,0,0,0,1,1,0,WhatsApp,0,head of household,0,1,0,3,1,Rented,1,0,1,2,3,-0.06621140241622925,Daily labour,2,1,0,-1.3513526183488216,-1.303569922385483,3,0,3094,1,1,300,300,0,Intermediate
2670,25,0,0,20,5,about the same as today,151,0.38942229747772217,80,0,2,2,2,2,2,12,12,1,0,1,0,0,0,1,1,2,WhatsApp,0,head of household,0,1,1,2,1,Owned,1,0,1,3,4,-0.06621140241622925,Private job with a salary,3,0,1,2.4031443114479045,2.5955008276068097,1,0,6145,0,0,193,202,-9,Middle (6-8)
2644,40,0,0,40,4,worse than today,260,1.105973482131958,100,0,3,2,2,1,1,9,16,1,1,0,0,0,1,1,1,1,WhatsApp,1,head of household,0,1,1,4,1,Owned,1,0,1,3,5,-0.06621140241622925,Current government job,3,0,1,1.464520078998723,-0.32880223488740973,3,0,4098,0,0,170,190,-20,University
2824,34,0,0,50,4,worse than today,250,1.0249745845794678,80,0,1,1,2,1,1,10,16,1,0,1,0,0,1,1,1,1,WhatsApp,1,head of household,0,1,1,2,1,Rented,1,0,1,2,3,-0.06621140241622925,Private job with a salary,3,0,0,-0.4127283858996401,-1.303569922385483,3,0,4091,1,1,250,200,50,University
2447,58,0,0,50,1,better than today,249,0.8530232310295105,100,0,3,1,1,1,1,13.5,12,0,0,1,1,0,0,2,0,0,WhatsApp,0,head of household,0,1,0,3,1,Owned,0,0,1,2,3,-0.8175992965698242,Earnings from trade,3,1,0,-0.4127283858996401,-0.32880223488740973,1,0,9087,1,1,280,280,0,Secondary/Matric
2735,45,0,0,30,5,about the same as today,245,0.984475076198578,80,1,2,2,2,2,2,11,11,1,0,1,0,0,0,1,1,1,WhatsApp,0,head of household,0,1,1,2,1,Owned,1,0,1,2,3,-0.06621140241622925,Private job with a salary,3,0,1,1.464520078998723,1.6207331401087366,1,0,6096,0,0,256,272,-16,Secondary/Matric
2779,50,0,0,30,5,about the same as today,260,1.644067645072937,70,1,2,2,2,2,2,10,8,1,0,1,0,0,0,1,1,1,WhatsApp,0,head of household,0,1,1,4,4,Without rent,1,0,2,3,3,-0.8175992965698242,Current government job,3,0,0,0.5258958465495415,0.6459654526106634,1,0,6113,0,1,250,237,13,Secondary/Matric
2489,37,0,0,30,4,about the same as today,240,0.943975567817688,80,0,4,2,1,2,1,3,14.5,1,0,0,0,0,0,1,1,2,WhatsApp,0,son of household head,1,2,1,5,2,Owned,1,0,1,3,2,-0.06621140241622925,Private job with a salary,3,0,0,2.4031443114479045,2.5955008276068097,1,0,5100,0,1,200,180,20,Middle (6-8)
2748,42,0,0,40,5,about the same as today,255,1.5932202339172363,80,1,2,2,2,2,2,9,10,1,0,1,0,0,0,1,1,1,WhatsApp,0,head of household,0,1,1,3,1,Without rent,1,0,1,3,2,-0.06621140241622925,Current government job,3,0,0,1.464520078998723,1.6207331401087366,1,0,6112,0,1,265,225,40,Primary (1-5)
2892,40,1,1,80,2,about the same as today,245,0.8232558369636536,70,1,6,2,1,1,1,0,8.5,1,0,0,0,0,1,1,1,1,Facebook,0,head of household,0,1,1,1,1,Rented,1,0,1,2,3,-0.06621140241622925,Daily labour,3,1,0,-1.3513526183488216,-0.32880223488740973,1,0,1099,1,1,180,180,0,Intermediate
2558,68,1,1,50,1,about the same as today,220,0.812004566192627,60,0,6,1,2,2,1,1,8,1,0,0,0,0,1,1,1,0,WhatsApp,0,head of household,1,1,1,1,2,Owned,1,0,1,2,2,-0.06621140241622925,Earnings from trade,3,1,0,-0.4127283858996401,-0.32880223488740973,1,0,1110,1,1,250,250,0,No formal education
2506,60,1,0,40,4,better than today,245,0.8232558369636536,80,0,1,4,2,4,4,1,11.5,1,1,0,1,0,0,1,0,0,WhatsApp,0,head of household,0,1,1,1,2,Owned,1,1,1,2,4,-0.06621140241622925,Earnings from trade,1,1,0,0.5258958465495415,0.6459654526106634,2,0,3093,0,1,275,275,0,Primary (1-5)
2838,43,0,0,30,4,worse than today,260,1.105973482131958,100,0,2,2,2,2,2,9,14,1,1,0,0,0,1,1,1,1,WhatsApp,1,head of household,0,1,1,1,1,Owned,1,0,1,2,5,-0.06621140241622925,Current government job,3,0,0,1.464520078998723,1.6207331401087366,2,0,4093,0,1,170,150,20,Secondary/Matric
2444,50,0,0,50,2,better than today,220,0.6372092962265015,50,0,4,2,1,2,2,9,8,1,0,1,0,0,1,1,1,0,WhatsApp,0,head of household,0,1,1,1,2,Rented,1,0,0,2,3,-0.8175992965698242,Daily labour,3,1,0,-0.4127283858996401,-0.32880223488740973,1,0,1100,1,1,240,240,0,No formal education
2480,50,1,0,50,1,better than today,250,0.8604651093482971,100,0,3,1,1,1,1,11.5,10.5,0,0,1,0,0,0,1,0,0,WhatsApp,0,head of household,0,1,1,3,1,Rented,1,0,1,2,3,0.685176432132721,Earnings from trade,3,1,0,-0.4127283858996401,-0.32880223488740973,2,0,9090,1,1,300,300,0,Middle (6-8)
2751,48,0,0,50,5,about the same as today,250,1.542372703552246,70,1,1,2,2,2,2,11,10,1,0,0,0,0,0,1,1,1,WhatsApp,0,son of household head,1,1,1,2,1,Without rent,1,0,1,1,2,0.685176432132721,Current government job,4,0,0,0.5258958465495415,0.6459654526106634,1,0,6111,0,1,247,215,32,Secondary/Matric
2693,32,0,0,50,5,about the same as today,250,1.0249745845794678,80,1,3,2,2,2,2,11,11,1,0,0,0,0,0,1,1,1,WhatsApp,0,son of household head,1,1,1,2,2,Owned,1,0,1,2,4,-0.06621140241622925,Earnings from trade,3,0,0,0.5258958465495415,0.6459654526106634,1,0,6098,0,1,225,209,16,Secondary/Matric
2635,50,0,1,60,5,about the same as today,250,1.0249745845794678,90,0,1,1,1,2,1,10.5,15.5,1,0,0,0,0,1,1,1,0,WhatsApp,0,head of household,0,1,0,3,1,Rented,0,0,0,2,3,-1.5689871311187744,Private job with a salary,4,0,1,-1.3513526183488216,-0.32880223488740973,2,0,4097,1,0,250,280,-30,No formal education
2464,52,0,1,30,4,better than today,230,0.7116279006004333,70,0,7,1,1,1,1,0,3.5,1,0,0,0,0,1,1,1,0,WhatsApp,0,head of household,0,1,1,1,1,Owned,1,0,1,2,2,0.685176432132721,Other,3,1,0,-0.4127283858996401,-0.32880223488740973,1,0,1091,1,1,50,50,0,Secondary/Matric
2621,43,0,0,40,4,worse than today,239,0.935875654220581,90,0,3,2,1,1,1,8,13.5,1,1,0,0,0,1,1,1,1,WhatsApp,1,son of household head,1,2,1,4,1,Owned,1,0,2,3,5,-0.8175992965698242,Current government job,3,0,1,0.5258958465495415,0.6459654526106634,2,0,4100,0,0,200,230,-30,Middle (6-8)
2765,40,0,0,50,5,about the same as today,250,1.0249745845794678,90,1,2,2,2,2,2,10,10,1,0,1,0,0,0,1,1,2,WhatsApp,0,head of household,0,1,1,4,1,Without rent,1,0,2,3,3,-0.8175992965698242,Current government job,3,0,0,0.5258958465495415,-0.32880223488740973,1,0,6100,1,1,210,200,10,University
2281,33,0,0,50,1,better than today,260,0.934883713722229,100,0,3,1,1,1,1,11,10,0,0,1,1,0,0,2,0,0,WhatsApp,0,head of household,0,1,0,3,1,Rented,1,0,0,2,2,-0.8175992965698242,Daily labour,5,1,0,-0.4127283858996401,-0.32880223488740973,1,0,2092,1,1,200,200,0,No formal education
2502,43,1,0,30,4,about the same as today,260,0.934883713722229,80,1,1,4,2,4,4,1,14.5,1,0,1,0,0,0,1,1,0,WhatsApp,0,head of household,1,1,1,6,1,Owned,0,0,1,2,4,-0.8175992965698242,Earnings from trade,3,1,1,-1.3513526183488216,-0.32880223488740973,3,0,3091,0,0,250,250,0,No formal education
2661,45,0,0,50,4,about the same as today,250,1.542372703552246,80,1,3,4,2,2,2,4,13.5,1,0,0,0,1,0,1,1,2,WhatsApp,0,head of household,0,1,1,2,1,Rented,1,0,1,2,2,-0.06621140241622925,Current government job,3,0,0,0.5258958465495415,0.6459654526106634,1,0,5111,0,1,200,175,25,Intermediate
2614,46,0,0,50,4,about the same as today,255,1.065474033355713,80,0,2,1,1,1,1,8,14,1,0,1,0,0,1,1,1,1,WhatsApp,1,son of household head,1,1,1,3,2,Rented,1,0,1,2,6,-0.06621140241622925,Daily labour,4,0,0,-0.4127283858996401,-0.32880223488740973,2,0,4099,0,1,250,210,40,Middle (6-8)
3125,32,1,0,50,5,worse than today,220,0.6950240135192871,70,1,5,2,2,2,2,1,11.5,1,0,0,0,0,0,1,0,0,WhatsApp,0,head of household,1,1,1,4,1,Owned,1,0,1,2,5,-0.06621140241622925,Earnings from trade,3,1,1,0.5258958465495415,-1.303569922385483,2,0,3089,1,1,300,300,0,Secondary/Matric
2484,50,0,1,50,1,about the same as today,260,0.934883713722229,100,0,5,1,1,1,1,11.5,11.333333015441896,0,0,0,1,0,0,1,0,0,WhatsApp,0,head of household,0,1,0,3,1,Owned,0,0,1,2,3,-0.8175992965698242,Earnings from trade,3,1,0,-0.4127283858996401,-0.32880223488740973,2,0,9088,1,1,380,370,10,No formal education
2286,36,0,0,80,4,better than today,240,0.9767322540283204,60,0,6,1,1,2,1,1.5,8.5,1,0,1,1,0,0,1,1,2,Facebook,0,head of household,1,2,1,3,2,Owned,1,1,2,3,4,-0.06621140241622925,Private job with a salary,2,1,0,0.5258958465495415,-0.32880223488740973,1,0,1102,1,1,220,220,0,Other education
2653,43,0,0,50,4,worse than today,242,1.4610167741775513,90,1,2,2,4,2,1,2,15.5,1,0,0,0,0,0,1,1,2,WhatsApp,0,head of household,0,1,1,3,1,Rented,1,0,1,3,4,-0.06621140241622925,Earnings from trade,3,0,0,0.5258958465495415,0.6459654526106634,1,0,5114,0,1,240,200,40,Intermediate
2677,42,0,0,40,4,about the same as today,305,1.1453691720962524,90,0,3,2,1,1,1,10,14,1,1,0,0,0,0,1,1,1,WhatsApp,1,head of household,0,1,1,2,1,Rented,0,0,1,2,4,-0.8175992965698242,Daily labour,3,0,0,0.5258958465495415,-0.32880223488740973,3,0,4067,0,1,200,170,30,Intermediate
2854,27,0,0,20,5,about the same as today,255,1.1002779006958008,90,1,2,4,4,4,2,2,11.5,1,1,0,0,0,0,1,1,1,Facebook,0,head of household,1,1,0,3,1,Owned,1,1,1,2,3,1.436564326286316,Private job with a salary,3,1,1,-0.4127283858996401,-1.303569922385483,3,1,3101,1,0,350,350,0,Other education
2756,38,1,1,50,1,about the same as today,250,1.0590959787368774,100,0,0,1,1,1,1,10.666666030883787,9.333333015441896,0,0,1,1,0,0,2,1,0,WhatsApp,0,head of household,0,1,0,3,3,Owned,0,0,0,6,3,-0.8175992965698242,Earnings from trade,3,1,1,-0.4127283858996401,-0.32880223488740973,3,1,2104,1,0,280,280,0,Middle (6-8)
2402,30,1,1,70,4,better than today,240,0.7860465049743652,60,0,7,1,1,1,1,9,8,1,0,1,0,0,0,1,1,2,Facebook,0,head of household,0,1,1,3,2,Rented,1,0,2,2,4,-0.8175992965698242,Daily labour,3,1,1,-0.4127283858996401,-0.32880223488740973,2,0,1095,1,0,180,180,0,Primary (1-5)
